year,wgt,Lli_ty,L_rli_ty,income,networth,debt,rent,age,educ,origin_Lli_ty,origin_L_rli_ty,origin_income,origin_networth,origin_debt,origin_educ,origin_rent,origin_age,Nn,hbus,mis
1998,285.5456425254289,.4922931035665793,.6426078847851722,.6268964384662362,.9305681200778457,0,0,.6103896103896104,.7464763233636835,-6.426629803806439,-.4399484104668905,13.64844750416361,18.07160621286322,0,2.1972246,0,65,1,1,0
1998,30.83306361547177,.6337691212219426,.7008396994440933,.6858943771040421,.9127875857717404,0,0,.5714285714285714,.9289787289631334,-3.33329852117609,-.2124688546965689,14.56699571275753,17.45378704477736,0,2.5649493,0,62,2,1,0
1998,4443.835321692659,.5964227412631529,.6535459917738691,.2356394140296144,.7712150419827118,.6058655515452993,0,0,.7987669320832893,-4.149866073289004,-.3972192643234803,7.5569052029594,12.5345742853778,10.6415449053753,2.3025851,0,18,3,0,0
1998,2357.868900040625,.7228821502329157,.7293167854554495,.5126305159764127,.8317743512843626,0,0,.5194805194805194,1,-1.384868498208597,-.1012245990703343,11.86942334112106,14.63882500408384,0,2.7080503,0,58,4,0,0
1998,31.51701149373461,.7252161187121695,.7348261112345268,.6350664387877761,.9183314487196468,0,0,.6103896103896104,.9289787289631334,-1.333836967711773,-.0797027044125922,13.77564752729719,17.64641932092226,0,2.5649493,0,65,6,1,0
1998,6809.872942325686,.6921943374449917,.709512424418329,.4833537265004181,.7708191284533384,.6357981099366659,0,.4285714285714285,.9289787289631334,-2.055848448489875,-.1785893055873253,11.41360838982844,12.52081750151853,11.16728640601363,2.5649493,0,51,8,0,0
1998,15.0402918423586,.5476757278681588,.6688725971945507,.7149251674613567,.9347091547625376,.7601868822441963,0,.4285714285714285,.9657587234632681,-5.215705103596338,-.3373466772680205,15.01898066498583,18.21549449877554,13.35207592385127,2.6390574,0,51,9,1,0
1998,7249.507368053029,.7287653678440587,.7268386093287377,.5053515194119786,.7408269547193062,.6566462419817685,0,.3116883116883117,.8892534429772352,-1.256233685180408,-.1109054652382009,11.75609549596245,11.47868122448418,11.53346720765402,2.4849067,0,42,10,0,0
1998,42.68103832400864,.6413314277637036,.7010729829853083,.6759933532639715,.8890683785263926,.7398799953379258,0,.4545454545454545,1,-3.167950925292708,-.2115575446741196,14.41284511154119,16.6296171612579,12.9954016611369,2.7080503,0,53,11,1,0
1998,5560.347297221489,.6088606935959285,.6647999012244183,.5129166148989394,.7720005689446044,.6941915518116372,0,.4285714285714285,.9289787289631334,-3.87791392422184,-.3532564522853334,11.87387766035382,12.56186894400562,12.19292061199715,2.5649493,0,51,12,0,0
1998,164.7565167082451,.8042712963462888,.7614118758035742,.7040331168723003,.9006517398971995,.7650515126930308,0,.4025974025974026,.9657587234632681,.3946811096434407,.0241532023525381,14.84940061206376,17.03210352992076,13.43751927549471,2.6390574,0,49,13,0,0
1998,2754.043301621203,.700744984175143,.7181425863346135,.545726536070425,.8048315270677109,.7248408327729358,0,.3376623376623377,1,-1.868891086702027,-.1448760268505863,12.38470049606665,13.70264429337824,12.73125077260002,2.7080503,0,44,14,0,0
1998,239.4970844223541,.6601910719625979,.7097370330044063,.6383076826338628,.899413683096919,0,0,.6753246753246753,1,-2.755590382873197,-.1777118838260024,13.82611096376938,16.98908484391144,0,2.7080503,0,70,15,0,0
1998,1248.215292091323,.602670231133399,.6736606410431775,.533707115547527,.8340381119988148,.7336550383512264,0,.5194805194805194,.7987669320832893,-4.013266555053864,-.3186424329631835,12.19756824289721,14.71748376299796,12.88606525945664,2.3025851,0,58,16,0,0
