year,wgt,Lli_ty,L_rli_ty,income,networth,debt,rent,age,educ,origin_Lli_ty,origin_L_rli_ty,origin_income,origin_networth,origin_debt,origin_educ,origin_rent,origin_age,Nn,hbus,mis
2007,10330.86048969667,.5422812741502654,.6601538234317605,.354993318958912,.7572291787527892,.6415880050476899,0,.3766233766233766,.7464763233636835,-3.883134806177794,-.3533807381636938,11.11662029155858,12.86656550619306,11.53960606063673,2.1972246,0,47,1,0,0
2007,212.8716578289842,.5961597205886584,.6994492928749874,.6433231856789549,.8431343058179903,0,.9136155766052695,.4935064935064935,1,-2.642611428364673,-.1837360336055532,14.7551845346142,15.81733038373357,0,2.7080503,9.258510441247839,56,2,1,0
2007,541.0609936681426,.5257026472372619,.6500233365318114,.3960678869783427,.7590907794573684,.6720873734973418,0,.4155844155844156,.5452432554469729,-4.264849120846073,-.3971156389429027,11.63495873562817,12.93050983830385,12.08816790131677,1.7917595,0,50,3,1,0
2007,4031.903425084832,.5377366420095889,.674862725133334,.4433349085376284,.8427146631466261,.7463521995362781,0,.5584415584415584,.7987669320832893,-3.987772611956336,-.2898801026224057,12.23144253551264,15.80291603038725,13.42389554882374,2.3025851,0,61,4,0,0
2007,1752.309933579292,.5613750194427223,.679932710087193,.4076445736942935,.8082722978637812,.6754580100379283,0,.5714285714285714,.9289787289631334,-3.443511190964876,-.2679921824168899,11.78105015105068,14.61985134905685,12.14879219221053,2.5649493,0,62,6,1,0
2007,275.1737547709831,.6466579538985749,.7213642209557248,.5676687388413059,.8935317848853364,.734188854430647,0,.7922077922077922,.9289787289631334,-1.479915710498291,-.0891258520160208,13.80046705000862,17.54843906407622,13.20512554409442,2.5649493,0,79,7,0,0
2007,8117.45926393876,.5318970953572438,.6452666089696046,.3969532823433361,.7253891362351971,.6205610136756075,0,.4025974025974026,.7464763233636835,-4.122225154984792,-.4176511778584008,11.64613193787974,11.77288830239825,11.16141445610977,2.1972246,0,49,8,0,0
2007,1609.742130559604,.5254354304180323,.6658330728169133,.3528720031736055,.8206418718432446,.7558833334180347,0,.6103896103896104,.9657587234632681,-4.271001649976217,-.3288625278532602,11.08985045375978,15.04473523778024,13.59532258524174,2.6390574,0,65,9,0,0
2007,36.18711564233945,.6969919700737999,.7379812986158885,.7080711647621235,.9407360757626052,0,0,.4675324675324675,.9657587234632681,-.3210010072692817,-.0173873215894804,15.5722683982532,19.16986456390852,0,2.6390574,0,54,11,1,0
2007,8525.948036384147,.5648555096010639,.6382562606794937,.3711661805024079,.5977615599622592,.511391550445485,.638052885588908,.1558441558441558,.7987669320832893,-3.36337470424178,-.4479159509066973,11.32071290391772,7.388994321472365,9.197891775486804,2.3025851,6.465979187048753,30,12,0,0
